,category,description,link,id,updated_at,price,type,name,created_at
537,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Generic 5metres LED Flexible Strip Light Remote Controlled DimmableKSh 799KSh 1,29938%5 out of 5(2)",https://www.jumia.co.ke/generic-5metres-led-flexible-strip-light-remote-controlled-dimmable-111799886.html,86d52d4f-f228-4db3-b6e9-f2230e401316,2023-10-22T13:53:02,KSh 799,bulbs,Generic 5metres LED Flexible Strip Light Remote Controlled Dimmable,2023-10-22T13:53:02
538,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021KSh 58,000KSh 68,00015%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-2021-67964082.html,87013900-4f58-4575-a913-81a9ac1df6f5,2023-10-24T14:50:55,"KSh 58,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021,2023-10-24T14:50:55
539,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Classic Kitchenware Cookstyle Nonstick Elegant 6 Piece Knife SetKSh 2,700KSh 3,50023%",https://www.jumia.co.ke/generic-classic-kitchenware-cookstyle-nonstick-elegant-6-piece-knife-set-153745676.html,8797a6ca-c6f7-4e6a-957a-44fabbdc2061,2023-10-24T17:58:12,"KSh 2,700",knifes,Generic Classic Kitchenware Cookstyle Nonstick Elegant 6 Piece Knife Set,2023-10-24T17:58:12
540,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey","Non-ReturnableHeaven HEAVENS 100% NATURAL HONEY PREMIUM QUALITY IN GLASS JAR 1000gKSh 1,250KSh 2,00038%",https://www.jumia.co.ke/heaven-heavens-100-natural-honey-premium-quality-in-glass-jar-1000g-48612848.html,87bd878b-cd4c-460d-9165-8809a438a6ca,2023-10-24T21:39:42,"KSh 1,250",honey,Heaven HEAVENS 100% NATURAL HONEY PREMIUM QUALITY IN GLASS JAR 1000g,2023-10-24T21:39:42
541,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric 16 Colors LED Crystal Table Lamp Light Projection Lamp LED AKSh 1,311KSh 2,03235%",https://www.jumia.co.ke/generic-16-colors-led-crystal-table-lamp-light-projection-lamp-led-a-131561776.html,88305b13-d2d2-4099-a1d4-bf9fb496101b,2023-10-22T13:54:06,"KSh 1,311",lamps,Generic 16 Colors LED Crystal Table Lamp Light Projection Lamp LED A,2023-10-22T13:54:06
542,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" FULL HD 1080P SMART TV, ACTIVE HDR, NETLIX, WEB BROWSER-43LM6370PVAKSh 46,999KSh 59,00020%",https://www.jumia.co.ke/lg-43-full-hd-1080p-smart-tv-active-hdr-netlix-web-browser-43lm6370pva-67964094.html,8838c195-d7b6-46bf-a7f5-20caa644048d,2023-10-24T15:11:24,"KSh 46,999",lg+tv+43,"LG 43"" FULL HD 1080P SMART TV",2023-10-24T15:11:24
543,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023KSh 54,899KSh 70,00022%",https://www.jumia.co.ke/lg-43up75006-43-4k-uhd-smart-frameless-led-tv-black-2023-70294236.html,88b3bdf2-18a1-4e17-96d8-0e6ae4b88250,2023-10-24T14:54:34,"KSh 54,899",lg+tv+43,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023",2023-10-24T14:54:34
544,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP77 43"" 4K UHD Smart TV With Magic RemoteKSh 66,000KSh 80,00018%offers from",https://www.jumia.co.ke/43up77-43-4k-uhd-smart-tv-with-magic-remote-lg-mpg603438.html,8949da19-f703-42a8-8499-3e4b1b054510,2023-10-24T15:13:04,"KSh 66,000",lg+tv+43,"LG 43UP77 43"" 4K UHD Smart TV With Magic Remote",2023-10-24T15:13:04
545,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP77 43"" 4K UHD Smart TV With Magic RemoteKSh 66,000KSh 80,00018%offers from",https://www.jumia.co.ke/43up77-43-4k-uhd-smart-tv-with-magic-remote-lg-mpg603438.html,895483ab-9e02-4303-89aa-5cba7f667f1d,2023-10-24T14:54:35,"KSh 66,000",lg+tv+43,"LG 43UP77 43"" 4K UHD Smart TV With Magic Remote",2023-10-24T14:54:35
546,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2021 Local WarrantyKSh 58,990KSh 80,00026%",https://www.jumia.co.ke/43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-local-warranty-lg-mpg356733.html,898bcd34-f1cf-4014-9d42-c7e994a126c7,2023-10-23T20:51:33,"KSh 58,990",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2021 Local Warranty,2023-10-23T20:51:33
547,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61, 6.52"", 128GB+4GB, Dual SIM, 50MP, 5000mAh - ,+ AWESOME GIFTS//CLY/KSh 25,999KSh 30,00013%",https://www.jumia.co.ke/huawei-nova-y61-6.52-128gb4gb-dual-sim-50mp-5000mah-awesome-giftscly-146206649.html,89ba75a1-d4ba-44a6-86db-3f09ab2da5fd,2023-10-24T17:51:25,"KSh 25,999",huawei+y6,Huawei Nova Y61,2023-10-24T17:51:25
548,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115514304.html,89d18dac-f256-413e-8b53-9252daac57ae,2023-10-23T20:51:33,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-23T20:51:33
549,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K UHD LATEST SMART TV 4K HDR-43UP7750KSh 52,999KSh 65,00018%",https://www.jumia.co.ke/lg-43-4k-uhd-latest-smart-tv-4k-hdr-43up7750-152364526.html,8a7ba1df-42c1-4eb1-9209-f91ffc3d08fd,2023-10-24T14:50:55,"KSh 52,999",lg+tv+43,LG 43” 4K UHD LATEST SMART TV 4K HDR-43UP7750,2023-10-24T14:50:55
550,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting,"Generic Solar Street Light Flood Light OutdoorKSh 890KSh 1,74549%3.5 out of 5(40)",https://www.jumia.co.ke/generic-solar-street-light-flood-light-outdoor-45880178.html,8abaa5f5-baf0-47e9-bd79-3d3f6e1508f0,2023-10-22T13:53:02,KSh 890,bulbs,Generic Solar Street Light Flood Light Outdoor,2023-10-22T13:53:02
551,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric Wireless Remote Control Desk Lamp Bedroom Bedside LampKSh 3,450KSh 5,37036%4 out of 5(1)",https://www.jumia.co.ke/generic-wireless-remote-control-desk-lamp-bedroom-bedside-lamp-34551524.html,8b90419d-283b-4398-80c4-8f4df3a4118b,2023-10-22T13:54:06,"KSh 3,450",lamps,Generic Wireless Remote Control Desk Lamp Bedroom Bedside Lamp,2023-10-22T13:54:06
552,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Knife Set StainlessKSh 3,190offers from4.9 out of 5(10)",https://www.jumia.co.ke/knife-set-stainless-generic-mpg333812.html,8c3db508-65a5-4967-8fa7-ce11d5e2439f,2023-10-24T17:58:12,"KSh 3,190",knifes,Generic Knife Set Stainless,2023-10-24T17:58:12
553,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115780326.html,8c76eb4f-fc6a-4d0d-a98a-a2eccf460ece,2023-10-24T14:50:04,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T14:50:04
554,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Luxury Knife Set With Cutting/Chop Board/ Knife Holder-7PcsKSh 1,950KSh 3,40043%",https://www.jumia.co.ke/generic-luxury-knife-set-with-cuttingchop-board-knife-holder-7pcs-86415195.html,8c8940ec-0ded-4703-9e50-c9023a7d818b,2023-10-24T18:00:40,"KSh 1,950",knives,Generic Luxury Knife Set With Cutting/Chop Board/ Knife Holder-7Pcs,2023-10-24T18:00:40
555,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Energy Saving,"Generic LED Solar Outdoor Waterproof Remote Control LightingKSh 769KSh 1,50849%3.9 out of 5(7)",https://www.jumia.co.ke/generic-led-solar-outdoor-waterproof-remote-control-lighting-70009802.html,8d43631f-f56d-4241-846d-a1c809a08b13,2023-10-24T17:55:39,KSh 769,lamps,Generic LED Solar Outdoor Waterproof Remote Control Lighting,2023-10-24T17:55:39
556,Home & Office/Tools & Home Improvement/Lighting & Ceiling Fans/Outdoor Lighting/Flood & Security Lights,"Solar Light Dummy Solar Light Motion Sensor Security Dummy CameraKSh 999KSh 1,80045%4.2 out of 5(26)",https://www.jumia.co.ke/solar-light-dummy-solar-light-motion-sensor-security-dummy-camera-100410966.html,8d509ccc-74a3-4106-8dd8-620d040a571b,2023-10-24T21:38:19,KSh 999,bulbs,Solar Light Dummy Solar Light Motion Sensor Security Dummy Camera,2023-10-24T21:38:19
557,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 58,499KSh 97,00040%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg603453.html,8d62dfee-12af-47d1-b19f-e4aecf779d84,2023-10-24T14:51:37,"KSh 58,499",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T14:51:37
558,Computing/Computer Accessories/USB Gadgets/USB Lamps,Generic USB Mini LED Flexible Portable Lamp For Laptop/Notebook/PC - WhiteKSh 399KSh 55027%5 out of 5(1),https://www.jumia.co.ke/generic-usb-mini-led-flexible-portable-lamp-for-laptopnotebookpc-white-56536381.html,8d6d8128-c6ff-41de-8a49-9541819ef5be,2023-10-22T13:49:55,KSh 399,bulbs,Generic USB Mini LED Flexible Portable Lamp For Laptop/Notebook/PC - White,2023-10-22T13:49:55
559,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic 7pc Knife Set +chopping Board/chopping Board/knifeKSh 1,899KSh 3,50046%4.3 out of 5(16)",https://www.jumia.co.ke/generic-7pc-knife-set-chopping-boardchopping-boardknife-115558206.html,8d9624e1-0a34-451b-9fec-2c89cce22c90,2023-10-24T18:00:39,"KSh 1,899",knives,Generic 7pc Knife Set +chopping Board/chopping Board/knife,2023-10-24T18:00:39
560,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61,6.52"" //128GB+4GB RAM //Dual SIM //50MP //5000mAh /Ksly+FREE PB+MW+BT+RKSh 24,499KSh 24,9992%",https://www.jumia.co.ke/huawei-nova-y616.52-128gb4gb-ram-dual-sim-50mp-5000mah-kslyfree-pbmwbtr-150993796.html,8dacb831-b39a-43f2-a3c7-b53a7eae68d5,2023-10-24T17:51:25,"KSh 24,499",huawei+y6,Huawei Nova Y61,2023-10-24T17:51:25
561,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115514304.html,8db3cf0c-e75a-4529-ab41-1d408a5f2830,2023-10-24T14:51:18,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T14:51:18
562,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61, 6.52"", 128GB+4GB, Dual SIM, 50MP, 5000mAh -+ QUALITY GIFTS//CLY/KSh 25,999KSh 30,00013%",https://www.jumia.co.ke/huawei-nova-y61-6.52-128gb4gb-dual-sim-50mp-5000mah-quality-giftscly-146206636.html,8dd7c7b5-f884-4aae-9912-956bd5eb079f,2023-10-24T17:51:24,"KSh 25,999",huawei+y6,Huawei Nova Y61,2023-10-24T17:51:24
563,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ- 43UQ75006KSh 56,000KSh 68,00018%offers from",https://www.jumia.co.ke/43-4k-uhd-tv-hdr-webos-smart-ai-thinq-43uq75006-lg-mpg1290971.html,8ddba717-aafe-4d5a-8ad6-1feb9352426d,2023-10-24T14:50:56,"KSh 56,000",lg+tv+43,LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ- 43UQ75006,2023-10-24T14:50:56
564,Electronics/Television & Video/Televisions/Smart TVs,"LG 43LM6370PVA, 43'' SMART WEBOs FULL-HD LED TV, NETFLIX, YOUTUBE, BLUETOOTHKSh 51,599offers from",https://www.jumia.co.ke/43lm6370pva-43-smart-webos-full-hd-led-tv-netflix-youtube-bluetooth-lg-mpg405217.html,8ddd1832-f081-4a56-a7fa-92a94f51ad85,2023-10-24T15:11:23,"KSh 51,599",lg+tv+43,LG 43LM6370PVA,2023-10-24T15:11:23
565,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, DTS:X, MAGIC REMOTE, YOU-TUBE- 43UP77KSh 56,500KSh 68,00017%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-dtsx-magic-remote-you-tube-43up77-67964090.html,8dfbb7e4-77a9-40d8-a9a7-211f0e84d3d5,2023-10-24T15:11:24,"KSh 56,500",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T15:11:24
566,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 43UQ8000 LED TV - UHD, SMART, ThinQ 2022-FRAMELESSKSh 52,999KSh 59,00010%",https://www.jumia.co.ke/lg-43-43uq8000-led-tv-uhd-smart-thinq-2022-frameless-152391120.html,8e3b3506-ba33-40fe-a1c3-db2b7f79dedc,2023-10-24T15:28:28,"KSh 52,999",lg+tv+43,"LG 43"" 43UQ8000 LED TV - UHD",2023-10-24T15:28:28
567,Home & Office/Tools & Home Improvement/Lighting & Ceiling Fans/Outdoor Lighting/Flood & Security Lights,"Solar Light New Solar Wall Light PIR Motion Sensor Outdoor Garden Security Street LampKSh 900KSh 1,70047%3.8 out of 5(5)",https://www.jumia.co.ke/solar-light-new-solar-wall-light-pir-motion-sensor-outdoor-garden-security-street-lamp-152725241.html,8ecf7ada-80d5-4934-b8dc-1a4b54c6f92e,2023-10-24T21:38:19,KSh 900,bulbs,Solar Light New Solar Wall Light PIR Motion Sensor Outdoor Garden Security Street Lamp,2023-10-24T21:38:19
568,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ- 43UQ75006KSh 56,000KSh 68,00018%offers from",https://www.jumia.co.ke/43-4k-uhd-tv-hdr-webos-smart-ai-thinq-43uq75006-lg-mpg1290971.html,8ee7b6f1-f3ee-4c6f-bc87-e08182c77c8c,2023-10-24T14:50:04,"KSh 56,000",lg+tv+43,LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ- 43UQ75006,2023-10-24T14:50:04
569,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 57,699KSh 97,00041%offers from2 out of 5(1)",https://www.jumia.co.ke/43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-lg-mpg603489.html,8ef2717c-8b79-424e-b441-d2f92fa9f6bc,2023-10-24T14:51:37,"KSh 57,699",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T14:51:37
570,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Energy Saving,"Sunnypex ""All Weathered ""100 Watts Solar  Africa Fullkit.KSh 12,300KSh 20,20039%3.3 out of 5(16)",https://www.jumia.co.ke/sunnypex-all-weathered-100-watts-solar-africa-fullkit.-66183060.html,8fd6d3b2-faa6-40d7-8010-9ed28a2d28f4,2023-10-22T13:54:06,"KSh 12,300",lamps,"Sunnypex ""All Weathered ""100 Watts Solar  Africa Fullkit.",2023-10-22T13:54:06
571,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021KSh 58,000KSh 68,00015%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-2021-67964082.html,9042fe65-ec93-4c54-b6f7-1c1b95efd331,2023-10-24T14:55:51,"KSh 58,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021,2023-10-24T14:55:51
572,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61,6.52"" //128GB+4GB RAM //Dual SIM //50MP //5000mAh /Ksly +FREE BUDS+PHKSh 24,899KSh 24,9991%",https://www.jumia.co.ke/huawei-nova-y616.52-128gb4gb-ram-dual-sim-50mp-5000mah-ksly-free-budsph-150993782.html,90d44c32-eda6-4dec-b25e-692f42f720cc,2023-10-24T17:51:25,"KSh 24,899",huawei+y6,Huawei Nova Y61,2023-10-24T17:51:25
573,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' FULL HD SMART TV, ACTIVE HDR, NETFLIX, CHROMECAST 43LM6300PVBKSh 47,990KSh 58,00017%",https://www.jumia.co.ke/lg-43-full-hd-smart-tv-active-hdr-netflix-chromecast-43lm6300pvb-67964060.html,90fdccdd-0cb7-4d77-8f5e-e177a2d54c32,2023-10-24T14:51:38,"KSh 47,990",lg+tv+43,LG 43'' FULL HD SMART TV,2023-10-24T14:51:38
574,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD UQ8000 Series, 4K Active HDR WebOS Smart ThinQ AIKSh 59,000KSh 76,00022%",https://www.jumia.co.ke/lg-43-4k-uhd-uq8000-series-4k-active-hdr-webos-smart-thinq-ai-150776581.html,9119bd04-30d3-43ef-8926-e139f96ec4c5,2023-10-24T15:32:48,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD UQ8000 Series,2023-10-24T15:32:48
575,Home & Office/Tools & Home Improvement/Lighting & Ceiling Fans/Outdoor Lighting/Torches,"Generic Electric Shock & Laser Pointer Powerful TorchKSh 850KSh 1,50043%4.3 out of 5(10)",https://www.jumia.co.ke/generic-electric-shock-laser-pointer-powerful-torch-87749787.html,91c60026-eb45-4066-a2a9-4cc552d44381,2023-10-22T13:53:02,KSh 850,bulbs,Generic Electric Shock & Laser Pointer Powerful Torch,2023-10-22T13:53:02
576,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023KSh 54,899KSh 70,00022%",https://www.jumia.co.ke/lg-43up75006-43-4k-uhd-smart-frameless-led-tv-black-2023-70294236.html,91d082a7-120f-470f-978e-69688e1ba78c,2023-10-24T14:51:16,"KSh 54,899",lg+tv+43,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023",2023-10-24T14:51:16
577,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115514304.html,9261877f-0231-4cd8-9eff-1fd2411884a5,2023-10-24T14:55:52,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T14:55:52
578,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' FULL HD SMART TV, ACTIVE HDR, NETFLIX, CHROMECAST 43LM6300PVBKSh 47,990KSh 58,00017%",https://www.jumia.co.ke/lg-43-full-hd-smart-tv-active-hdr-netflix-chromecast-43lm6300pvb-67964060.html,92cfa9ae-ff09-4627-8b75-eca4cd6ccb27,2023-10-24T14:50:04,"KSh 47,990",lg+tv+43,LG 43'' FULL HD SMART TV,2023-10-24T14:50:04
579,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 43UQ8000 LED TV - UHD, SMART, ThinQ 2022-FRAMELESSKSh 53,999KSh 68,00021%offers from",https://www.jumia.co.ke/43-43uq8000-led-tv-uhd-smart-thinq-2022-frameless-lg-mpg1290973.html,92eab50b-9da3-469b-9bd2-398754b300f2,2023-10-24T15:30:00,"KSh 53,999",lg+tv+43,"LG 43"" 43UQ8000 LED TV - UHD",2023-10-24T15:30:00
580,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey",INNER BLOOM Pure HoneyKSh 8005 out of 5(2),https://www.jumia.co.ke/inner-bloom-pure-honey-44210811.html,9353aef0-a91c-4364-a094-1d0311e20bde,2023-10-24T21:39:42,KSh 800,honey,INNER BLOOM Pure Honey,2023-10-24T21:39:42
581,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Official StoreSun King Pro400 Super Bright Solar LampKSh 4,7784.4 out of 5(21)",https://www.jumia.co.ke/sun-king-pro400-super-bright-solar-lamp-32107373.html,93820254-5f36-41f3-adf8-fe4140679bbd,2023-10-22T13:54:06,"KSh 4,778",lamps,Sun King Pro400 Super Bright Solar Lamp,2023-10-22T13:54:06
582,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting,"Generic Solar Street Light Flood Light OutdoorKSh 890KSh 1,74549%3.5 out of 5(40)",https://www.jumia.co.ke/generic-solar-street-light-flood-light-outdoor-45880178.html,938d8603-d96a-4de6-8ff5-9e81934e6c97,2023-10-24T17:55:39,KSh 890,lamps,Generic Solar Street Light Flood Light Outdoor,2023-10-24T17:55:39
583,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey","Generic Organic Kenyan Pure Honey.KSh 1,380",https://www.jumia.co.ke/generic-organic-kenyan-pure-honey.-143171486.html,939d0177-fa0f-453b-b595-25cc9e6109f6,2023-10-24T21:39:43,"KSh 1,380",honey,Generic Organic Kenyan Pure Honey.,2023-10-24T21:39:43
584,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP77 43"" 4K UHD Smart TV With Magic RemoteKSh 66,000KSh 80,00018%offers from",https://www.jumia.co.ke/43up77-43-4k-uhd-smart-tv-with-magic-remote-lg-mpg603438.html,93ae2ec4-a3a8-4782-bea1-ffcda42b3fa4,2023-10-24T14:50:56,"KSh 66,000",lg+tv+43,"LG 43UP77 43"" 4K UHD Smart TV With Magic Remote",2023-10-24T14:50:56
585,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 43UP75KSh 58,500KSh 69,00015%offers from",https://www.jumia.co.ke/43-4k-ultra-hd-smart-tv-magic-remote-netflix-43up75-lg-mpg603480.html,941ffbf7-e49d-4a0d-a104-b2f7b9d5813a,2023-10-24T17:41:33,"KSh 58,500",lg+tv+43,LG 43” 4K ULTRA HD SMART TV,2023-10-24T17:41:33
586,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 48,000KSh 55,00013%offers from",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pva-lg-mpg603485.html,9451b8fc-fc2d-4024-85b0-5fed481deda2,2023-10-23T20:51:33,"KSh 48,000",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-23T20:51:33
587,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K UHD LATEST SMART TV 4K HDR-43UP7750KSh 52,999KSh 65,00018%",https://www.jumia.co.ke/lg-43-4k-uhd-latest-smart-tv-4k-hdr-43up7750-152364526.html,94834f35-0953-4bf1-8a79-860c04d79a00,2023-10-24T15:13:04,"KSh 52,999",lg+tv+43,LG 43” 4K UHD LATEST SMART TV 4K HDR-43UP7750,2023-10-24T15:13:04
588,Electronics/Television & Video/Televisions/Smart TVs,"LG 43-inch FHD Smart AI TV 43LM6370 Black 2022KSh 42,999KSh 69,00038%offers from",https://www.jumia.co.ke/43-inch-fhd-smart-ai-tv-43lm6370-black-2022-lg-mpg603475.html,94b61328-330e-4115-816a-cdabafa0c33c,2023-10-23T20:51:33,"KSh 42,999",lg+tv+43,LG 43-inch FHD Smart AI TV 43LM6370 Black 2022,2023-10-23T20:51:33
589,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Kamisafe KM-7629U Rechargeable LED Emergency LampKSh 1,385KSh 1,70019%offers from4.6 out of 5(15)",https://www.jumia.co.ke/km-7629u-rechargeable-led-emergency-lamp-kamisafe-mpg601544.html,94d7584b-9791-425e-b8f6-f7ccede2818c,2023-10-22T13:49:55,"KSh 1,385",bulbs,Kamisafe KM-7629U Rechargeable LED Emergency Lamp,2023-10-22T13:49:55
590,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey","Generic Honey Transparent Glass DispenserKSh 2,3613 out of 5(1)",https://www.jumia.co.ke/honey-transparent-glass-dispenser-generic-mpg268767.html,94fd80f7-7144-4b11-bb7f-9c1e5392b6dc,2023-10-24T21:39:43,"KSh 2,361",honey,Generic Honey Transparent Glass Dispenser,2023-10-24T21:39:43
591,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61,Disp 6.52"" //128GB ROM+4GB RAM //Dual SIM //50MP //5000mAh /Ksly -BKSh 23,999KSh 24,9994%",https://www.jumia.co.ke/huawei-nova-y61disp-6.52-128gb-rom4gb-ram-dual-sim-50mp-5000mah-ksly-b-150993745.html,95b6a837-38e3-4fb3-8444-f4dbda3eea6d,2023-10-22T14:15:25,"KSh 23,999",huawei+y6,Huawei Nova Y61,2023-10-22T14:15:25
592,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Energy Saving,"Generic Solar Street Motion Sensor Outdoor Garden LampKSh 875KSh 1,70049%4.3 out of 5(3)",https://www.jumia.co.ke/generic-solar-street-motion-sensor-outdoor-garden-lamp-107992969.html,963cbf35-fd03-4af1-b920-ea81366ec6dc,2023-10-24T17:55:39,KSh 875,lamps,Generic Solar Street Motion Sensor Outdoor Garden Lamp,2023-10-24T17:55:39
